ID,Name,Category,Price
140,Item_140,Sports,275.2
141,Item_141,Electronics,144.94
142,Item_142,Sports,179.22
143,Item_143,Sports,75.78
144,Item_144,Electronics,164.92
145,Item_145,Automotive,11.3
146,Item_146,Electronics,235.77
147,Item_147,Toys,18.24
148,Item_148,Electronics,300.62
149,Item_149,Home & Kitchen,65.13
150,Item_150,Clothing,255.91
151,Item_151,Home & Kitchen,472.84
152,Item_152,Beauty,36.72
153,Item_153,Automotive,344.08
154,Item_154,Beauty,360.04
155,Item_155,Electronics,175.25
156,Item_156,Home & Kitchen,195.69
157,Item_157,Sports,126.15
158,Item_158,Home & Kitchen,278.48
159,Item_159,Clothing,30.87
160,Item_160,Beauty,411.8
161,Item_161,Automotive,231.11
162,Item_162,Toys,113.34
163,Item_163,Toys,167.93
164,Item_164,Beauty,272.2
165,Item_165,Electronics,207.01
166,Item_166,Sports,167.15
167,Item_167,Toys,410.57
168,Item_168,Clothing,429.82
169,Item_169,Clothing,53.21
170,Item_170,Home & Kitchen,125.91
171,Item_171,Toys,22.84
172,Item_172,Beauty,257.41
173,Item_173,Automotive,51.84
174,Item_174,Sports,279.46
175,Item_175,Clothing,488.93
176,Item_176,Beauty,333.4
177,Item_177,Books,320.53
178,Item_178,Books,154.04
179,Item_179,Toys,287.07
180,Item_180,Beauty,333.0
181,Item_181,Beauty,405.52
182,Item_182,Clothing,281.55
183,Item_183,Automotive,466.57
184,Item_184,Automotive,486.73
185,Item_185,Clothing,253.04
186,Item_186,Clothing,141.54
187,Item_187,Toys,187.93
188,Item_188,Toys,340.32
189,Item_189,Clothing,228.26
190,Item_190,Automotive,115.37
191,Item_191,Home & Kitchen,274.09
192,Item_192,Toys,421.42
193,Item_193,Sports,139.16
194,Item_194,Home & Kitchen,38.93
195,Item_195,Automotive,215.94
196,Item_196,Automotive,67.73
197,Item_197,Books,143.48
198,Item_198,Books,336.93
199,Item_199,Books,263.14
200,Item_200,Sports,46.23
201,Item_201,Books,249.0
202,Item_202,Home & Kitchen,374.27
203,Item_203,Electronics,130.33
204,Item_204,Books,33.5
205,Item_205,Beauty,302.44
206,Item_206,Beauty,13.83
207,Item_207,Automotive,360.47
208,Item_208,Toys,100.72
209,Item_209,Beauty,319.44
210,Item_210,Electronics,349.54
211,Item_211,Toys,378.25
212,Item_212,Automotive,110.91
213,Item_213,Toys,434.78
214,Item_214,Electronics,332.98
215,Item_215,Electronics,364.81
216,Item_216,Home & Kitchen,423.81
217,Item_217,Sports,407.79
218,Item_218,Home & Kitchen,452.19
219,Item_219,Books,246.97
220,Item_220,Toys,14.63
221,Item_221,Toys,403.94
222,Item_222,Beauty,25.36
223,Item_223,Clothing,16.41
224,Item_224,Clothing,107.32
225,Item_225,Automotive,122.47
226,Item_226,Clothing,339.43
227,Item_227,Clothing,375.59
228,Item_228,Toys,12.46
229,Item_229,Toys,93.42
230,Item_230,Toys,142.12
231,Item_231,Beauty,163.06
232,Item_232,Clothing,91.98
233,Item_233,Books,213.94
234,Item_234,Home & Kitchen,160.27
235,Item_235,Electronics,403.41
236,Item_236,Automotive,411.43
237,Item_237,Sports,210.0
238,Item_238,Beauty,435.18
239,Item_239,Sports,240.51
240,Item_240,Clothing,151.47
241,Item_241,Automotive,175.5
242,Item_242,Electronics,419.41
243,Item_243,Toys,245.13
244,Item_244,Sports,16.27
245,Item_245,Toys,216.15
246,Item_246,Automotive,346.95
247,Item_247,Clothing,128.51
248,Item_248,Electronics,271.4
249,Item_249,Toys,472.02
250,Item_250,Books,350.22
251,Item_251,Home & Kitchen,344.47
252,Item_252,Electronics,281.27
253,Item_253,Beauty,69.87
254,Item_254,Sports,143.8
255,Item_255,Books,464.57
256,Item_256,Toys,436.03
257,Item_257,Electronics,338.02
258,Item_258,Home & Kitchen,177.89
259,Item_259,Automotive,318.81
260,Item_260,Sports,457.62
261,Item_261,Electronics,19.5
262,Item_262,Beauty,69.47
263,Item_263,Sports,264.85
264,Item_264,Electronics,473.72
265,Item_265,Automotive,484.35
266,Item_266,Clothing,77.43
267,Item_267,Home & Kitchen,396.77
268,Item_268,Electronics,181.92
269,Item_269,Home & Kitchen,389.07
270,Item_270,Automotive,460.58
271,Item_271,Books,473.32
272,Item_272,Home & Kitchen,283.05
273,Item_273,Sports,426.17
274,Item_274,Books,375.25
275,Item_275,Automotive,426.44
276,Item_276,Automotive,325.28
277,Item_277,Books,148.52
278,Item_278,Electronics,480.87
279,Item_279,Automotive,404.79
280,Item_280,Home & Kitchen,488.2
281,Item_281,Toys,309.2
282,Item_282,Books,214.52
283,Item_283,Clothing,358.32
284,Item_284,Clothing,27.54
285,Item_285,Clothing,46.97
286,Item_286,Books,46.01
287,Item_287,Books,405.44
288,Item_288,Electronics,267.16
289,Item_289,Toys,54.91
290,Item_290,Toys,454.95
291,Item_291,Sports,73.63
292,Item_292,Automotive,472.57
293,Item_293,Sports,264.0
294,Item_294,Clothing,357.89
295,Item_295,Automotive,148.71
296,Item_296,Clothing,94.03
297,Item_297,Beauty,79.42
298,Item_298,Electronics,17.47
299,Item_299,Automotive,447.67
300,Item_300,Electronics,307.16
301,Item_301,Automotive,22.22
302,Item_302,Clothing,88.31
303,Item_303,Toys,165.51
304,Item_304,Toys,168.23
305,Item_305,Home & Kitchen,498.58
306,Item_306,Toys,19.01
307,Item_307,Home & Kitchen,187.89
308,Item_308,Sports,292.72
309,Item_309,Clothing,102.56
310,Item_310,Toys,263.76
311,Item_311,Toys,166.5
312,Item_312,Beauty,352.35
313,Item_313,Books,9.8
314,Item_314,Clothing,467.84
315,Item_315,Books,239.26
316,Item_316,Automotive,130.0
317,Item_317,Clothing,21.66
318,Item_318,Home & Kitchen,12.84
319,Item_319,Books,287.41
320,Item_320,Beauty,131.78
321,Item_321,Beauty,255.88
322,Item_322,Books,392.69
323,Item_323,Electronics,351.38
324,Item_324,Automotive,310.44
325,Item_325,Beauty,259.11
326,Item_326,Home & Kitchen,107.62
327,Item_327,Books,321.87
328,Item_328,Home & Kitchen,7.02
329,Item_329,Beauty,274.24
330,Item_330,Clothing,447.76
331,Item_331,Toys,497.12
332,Item_332,Home & Kitchen,474.16
333,Item_333,Automotive,131.8
334,Item_334,Automotive,476.62
335,Item_335,Books,446.28
336,Item_336,Home & Kitchen,27.79
337,Item_337,Electronics,30.83
338,Item_338,Electronics,94.86
339,Item_339,Automotive,138.04
340,Item_340,Books,98.74
341,Item_341,Home & Kitchen,82.1
342,Item_342,Books,154.17
343,Item_343,Sports,140.34
344,Item_344,Electronics,445.01
345,Item_345,Home & Kitchen,206.62
346,Item_346,Toys,317.5
347,Item_347,Home & Kitchen,168.44
348,Item_348,Home & Kitchen,268.29
349,Item_349,Automotive,437.65
350,Item_350,Toys,119.47
351,Item_351,Books,495.09
352,Item_352,Home & Kitchen,280.27
353,Item_353,Clothing,483.78
354,Item_354,Electronics,10.09
355,Item_355,Beauty,447.21
356,Item_356,Sports,195.63
357,Item_357,Automotive,134.13
358,Item_358,Automotive,488.27
359,Item_359,Toys,438.4
360,Item_360,Books,191.25
361,Item_361,Automotive,157.64
362,Item_362,Home & Kitchen,10.28
363,Item_363,Toys,57.01
364,Item_364,Clothing,292.53
365,Item_365,Beauty,104.04
366,Item_366,Automotive,458.22
367,Item_367,Automotive,95.54
368,Item_368,Home & Kitchen,72.89
369,Item_369,Automotive,224.49
370,Item_370,Beauty,54.19
371,Item_371,Electronics,127.81
372,Item_372,Books,34.53
373,Item_373,Sports,285.43
374,Item_374,Beauty,334.15
375,Item_375,Beauty,368.74
376,Item_376,Home & Kitchen,62.66
377,Item_377,Beauty,332.09
378,Item_378,Home & Kitchen,130.61
379,Item_379,Sports,141.02
380,Item_380,Beauty,351.2
381,Item_381,Sports,247.95
382,Item_382,Sports,356.47
383,Item_383,Toys,351.68
384,Item_384,Automotive,414.84
385,Item_385,Beauty,269.2
386,Item_386,Beauty,57.13
387,Item_387,Toys,292.49
388,Item_388,Toys,248.64
389,Item_389,Electronics,56.24
390,Item_390,Automotive,372.71
391,Item_391,Automotive,28.33
392,Item_392,Sports,355.29
393,Item_393,Home & Kitchen,418.44
394,Item_394,Home & Kitchen,494.26
395,Item_395,Beauty,325.91
396,Item_396,Electronics,50.55
397,Item_397,Toys,293.68
398,Item_398,Beauty,482.21
399,Item_399,Automotive,433.66
400,Item_400,Books,250.66
401,Item_401,Automotive,482.34
402,Item_402,Electronics,129.97
403,Item_403,Beauty,237.29
404,Item_404,Electronics,491.45
405,Item_405,Automotive,372.79
406,Item_406,Clothing,197.35
407,Item_407,Books,342.85
408,Item_408,Electronics,240.59
409,Item_409,Sports,257.22
410,Item_410,Electronics,347.67
411,Item_411,Automotive,331.3
412,Item_412,Automotive,155.7
413,Item_413,Automotive,36.32
414,Item_414,Beauty,74.11
415,Item_415,Books,361.9
416,Item_416,Electronics,470.81
417,Item_417,Sports,33.95
418,Item_418,Automotive,71.45
419,Item_419,Electronics,333.88
420,Item_420,Books,202.88
421,Item_421,Electronics,433.73
422,Item_422,Electronics,188.25
423,Item_423,Books,413.71
424,Item_424,Home & Kitchen,142.32
425,Item_425,Toys,457.9
426,Item_426,Beauty,368.39
427,Item_427,Electronics,412.8
428,Item_428,Beauty,421.46
429,Item_429,Electronics,102.73
430,Item_430,Home & Kitchen,392.7
431,Item_431,Electronics,481.73
432,Item_432,Toys,346.94
433,Item_433,Electronics,40.33
434,Item_434,Sports,336.65
435,Item_435,Beauty,79.7
436,Item_436,Automotive,258.72
437,Item_437,Books,144.65
438,Item_438,Automotive,85.17
439,Item_439,Toys,343.1
440,Item_440,Books,294.29
441,Item_441,Automotive,180.1
442,Item_442,Beauty,121.84
443,Item_443,Toys,428.86
444,Item_444,Home & Kitchen,39.19
445,Item_445,Electronics,477.57
446,Item_446,Sports,352.11
447,Item_447,Automotive,288.09
448,Item_448,Automotive,209.9
449,Item_449,Automotive,76.6
450,Item_450,Toys,431.19
451,Item_451,Clothing,131.1
452,Item_452,Sports,256.94
453,Item_453,Books,300.13
454,Item_454,Automotive,367.34
455,Item_455,Books,257.43
456,Item_456,Beauty,286.12
457,Item_457,Books,350.76
458,Item_458,Beauty,367.56
459,Item_459,Books,306.45
460,Item_460,Books,384.64
461,Item_461,Books,143.03
462,Item_462,Home & Kitchen,230.83
463,Item_463,Home & Kitchen,122.96
464,Item_464,Clothing,141.0
465,Item_465,Home & Kitchen,465.87
466,Item_466,Home & Kitchen,209.88
467,Item_467,Sports,366.62
468,Item_468,Beauty,138.3
469,Item_469,Books,455.73
470,Item_470,Automotive,169.96
471,Item_471,Home & Kitchen,57.25
472,Item_472,Toys,449.44
473,Item_473,Home & Kitchen,309.51
474,Item_474,Sports,332.17
475,Item_475,Beauty,338.73
476,Item_476,Home & Kitchen,169.07
477,Item_477,Toys,265.59
478,Item_478,Automotive,329.34
479,Item_479,Beauty,261.64
480,Item_480,Sports,244.32
481,Item_481,Books,446.38
482,Item_482,Books,386.21
483,Item_483,Clothing,142.75
484,Item_484,Home & Kitchen,219.79
485,Item_485,Books,158.55
486,Item_486,Toys,385.21
487,Item_487,Beauty,17.74
488,Item_488,Electronics,470.57
489,Item_489,Toys,404.93
490,Item_490,Automotive,471.85
491,Item_491,Toys,184.1
492,Item_492,Clothing,111.62
493,Item_493,Sports,358.85
494,Item_494,Sports,422.93
495,Item_495,Automotive,44.0
496,Item_496,Sports,105.59
497,Item_497,Clothing,170.59
498,Item_498,Beauty,168.97
499,Item_499,Clothing,81.66
500,Item_500,Clothing,10.75
501,Item_501,Books,315.33
502,Item_502,Electronics,60.19
503,Item_503,Books,485.08
504,Item_504,Home & Kitchen,301.9
505,Item_505,Books,22.73
506,Item_506,Beauty,60.37
507,Item_507,Books,256.33
508,Item_508,Clothing,464.43
509,Item_509,Clothing,108.79
510,Item_510,Automotive,45.57
511,Item_511,Sports,290.54
512,Item_512,Clothing,308.16
513,Item_513,Beauty,459.27
514,Item_514,Automotive,323.85
515,Item_515,Home & Kitchen,468.67
516,Item_516,Clothing,107.88
517,Item_517,Toys,233.07
518,Item_518,Toys,183.81
519,Item_519,Beauty,151.05
520,Item_520,Books,30.9
521,Item_521,Sports,35.5
522,Item_522,Toys,277.58
523,Item_523,Books,80.76
524,Item_524,Toys,307.13
525,Item_525,Beauty,5.2
526,Item_526,Books,480.25
527,Item_527,Beauty,79.07
528,Item_528,Beauty,224.91
529,Item_529,Home & Kitchen,479.47
530,Item_530,Toys,360.24
531,Item_531,Home & Kitchen,213.93
532,Item_532,Sports,113.41
533,Item_533,Clothing,75.57
534,Item_534,Clothing,81.89
535,Item_535,Toys,351.34
536,Item_536,Toys,119.75
537,Item_537,Books,379.86
538,Item_538,Electronics,369.14
539,Item_539,Electronics,438.02
540,Item_540,Toys,364.05
541,Item_541,Home & Kitchen,20.39
542,Item_542,Clothing,447.07
543,Item_543,Toys,292.37
544,Item_544,Home & Kitchen,271.84
545,Item_545,Home & Kitchen,262.33
546,Item_546,Beauty,41.35
547,Item_547,Books,222.39
548,Item_548,Home & Kitchen,468.23
549,Item_549,Books,162.96
550,Item_550,Toys,151.19
551,Item_551,Home & Kitchen,205.02
552,Item_552,Automotive,144.04
553,Item_553,Sports,480.76
554,Item_554,Electronics,491.02
555,Item_555,Home & Kitchen,190.09
556,Item_556,Automotive,56.41
557,Item_557,Automotive,251.47
558,Item_558,Toys,230.38
559,Item_559,Clothing,333.58
560,Item_560,Beauty,109.44
561,Item_561,Clothing,319.8
562,Item_562,Toys,230.31
563,Item_563,Toys,362.94
564,Item_564,Clothing,142.14
565,Item_565,Toys,211.59
566,Item_566,Home & Kitchen,71.43
567,Item_567,Books,363.1
568,Item_568,Sports,6.84
569,Item_569,Electronics,146.26
570,Item_570,Automotive,163.45
571,Item_571,Automotive,417.87
572,Item_572,Clothing,108.06
573,Item_573,Beauty,474.78
574,Item_574,Toys,371.14
575,Item_575,Sports,284.83
576,Item_576,Automotive,478.37
577,Item_577,Automotive,250.75
578,Item_578,Electronics,328.3
579,Item_579,Toys,497.04
580,Item_580,Clothing,317.83
581,Item_581,Clothing,428.31
582,Item_582,Toys,376.25
583,Item_583,Home & Kitchen,6.75
584,Item_584,Sports,470.2
585,Item_585,Beauty,119.63
586,Item_586,Books,470.38
587,Item_587,Clothing,178.2
588,Item_588,Books,276.26
589,Item_589,Toys,391.02
590,Item_590,Toys,162.06
591,Item_591,Books,339.39
592,Item_592,Books,45.11
593,Item_593,Electronics,279.23
594,Item_594,Books,173.48
595,Item_595,Home & Kitchen,182.61
596,Item_596,Electronics,104.99
597,Item_597,Beauty,244.4
598,Item_598,Home & Kitchen,271.22
599,Item_599,Automotive,336.08
600,Item_600,Home & Kitchen,46.31
601,Item_601,Automotive,423.21
602,Item_602,Sports,152.33
603,Item_603,Sports,112.07
604,Item_604,Home & Kitchen,331.19
605,Item_605,Books,396.31
606,Item_606,Automotive,266.23
607,Item_607,Sports,292.85
608,Item_608,Books,150.0
609,Item_609,Home & Kitchen,37.34
610,Item_610,Toys,354.75
611,Item_611,Toys,462.51
612,Item_612,Sports,398.46
613,Item_613,Home & Kitchen,191.21
614,Item_614,Toys,54.6
615,Item_615,Sports,309.67
616,Item_616,Sports,326.93
617,Item_617,Sports,241.88
618,Item_618,Books,304.87
619,Item_619,Beauty,379.9
620,Item_620,Toys,455.95
621,Item_621,Toys,91.89
622,Item_622,Toys,436.16
623,Item_623,Home & Kitchen,154.35
624,Item_624,Clothing,491.05
625,Item_625,Books,470.85
626,Item_626,Automotive,340.17
627,Item_627,Automotive,444.78
628,Item_628,Books,246.25
629,Item_629,Toys,345.02
630,Item_630,Home & Kitchen,8.31
631,Item_631,Beauty,368.07
632,Item_632,Home & Kitchen,119.29
633,Item_633,Sports,63.72
634,Item_634,Automotive,234.46
635,Item_635,Books,67.54
636,Item_636,Automotive,6.39
637,Item_637,Books,221.63
638,Item_638,Home & Kitchen,145.61
639,Item_639,Electronics,268.62
640,Item_640,Beauty,183.86
641,Item_641,Electronics,153.06
642,Item_642,Toys,499.49
643,Item_643,Clothing,39.27
644,Item_644,Sports,353.06
645,Item_645,Beauty,223.94
646,Item_646,Sports,263.28
647,Item_647,Home & Kitchen,212.06
648,Item_648,Sports,158.84
649,Item_649,Toys,44.84
650,Item_650,Clothing,216.2
651,Item_651,Sports,16.57
652,Item_652,Clothing,160.45
653,Item_653,Clothing,334.62
654,Item_654,Toys,442.14
655,Item_655,Toys,313.21
656,Item_656,Clothing,340.94
657,Item_657,Sports,53.74
658,Item_658,Clothing,375.84
659,Item_659,Automotive,421.6
660,Item_660,Electronics,217.56
661,Item_661,Toys,420.48
662,Item_662,Toys,148.03
663,Item_663,Electronics,271.39
664,Item_664,Beauty,276.9
665,Item_665,Sports,117.14
666,Item_666,Automotive,187.12
667,Item_667,Clothing,315.82
668,Item_668,Beauty,13.72
669,Item_669,Sports,220.98
670,Item_670,Home & Kitchen,114.31
671,Item_671,Beauty,7.24
672,Item_672,Electronics,118.04
673,Item_673,Books,46.07
674,Item_674,Toys,5.5
675,Item_675,Books,57.07
676,Item_676,Beauty,145.18
677,Item_677,Electronics,250.19
678,Item_678,Clothing,182.67
679,Item_679,Home & Kitchen,116.79
680,Item_680,Sports,135.11
681,Item_681,Electronics,7.07
682,Item_682,Home & Kitchen,274.34
683,Item_683,Books,231.73
684,Item_684,Home & Kitchen,58.27
685,Item_685,Toys,313.12
686,Item_686,Sports,463.96
687,Item_687,Home & Kitchen,318.16
688,Item_688,Electronics,87.93
689,Item_689,Toys,6.48
690,Item_690,Books,138.07
691,Item_691,Toys,162.94
692,Item_692,Electronics,54.64
693,Item_693,Books,318.98
694,Item_694,Clothing,38.75
695,Item_695,Books,258.8
696,Item_696,Electronics,462.25
697,Item_697,Beauty,352.82
698,Item_698,Home & Kitchen,246.66
699,Item_699,Clothing,485.44
700,Item_700,Home & Kitchen,459.99
701,Item_701,Electronics,290.09
702,Item_702,Beauty,46.03
703,Item_703,Home & Kitchen,302.2
704,Item_704,Sports,90.25
705,Item_705,Toys,132.81
706,Item_706,Electronics,387.54
707,Item_707,Clothing,30.26
708,Item_708,Books,340.19
709,Item_709,Toys,48.01
710,Item_710,Beauty,232.3
711,Item_711,Home & Kitchen,267.31
712,Item_712,Electronics,458.23
713,Item_713,Automotive,324.58
714,Item_714,Automotive,492.23
715,Item_715,Toys,158.11
716,Item_716,Automotive,264.75
717,Item_717,Clothing,91.05
718,Item_718,Sports,110.9
719,Item_719,Beauty,103.61
720,Item_720,Home & Kitchen,303.71
721,Item_721,Electronics,56.04
722,Item_722,Clothing,89.33
723,Item_723,Home & Kitchen,91.04
724,Item_724,Sports,390.21
725,Item_725,Beauty,397.71
726,Item_726,Home & Kitchen,59.13
727,Item_727,Electronics,320.18
728,Item_728,Toys,425.82
729,Item_729,Home & Kitchen,42.92
730,Item_730,Home & Kitchen,394.75
731,Item_731,Home & Kitchen,167.24
732,Item_732,Automotive,401.72
733,Item_733,Toys,232.84
734,Item_734,Home & Kitchen,340.11
735,Item_735,Home & Kitchen,181.17
736,Item_736,Toys,11.81
737,Item_737,Beauty,414.75
738,Item_738,Clothing,9.69
739,Item_739,Automotive,277.09
740,Item_740,Sports,243.55
741,Item_741,Books,490.4
742,Item_742,Home & Kitchen,365.29
743,Item_743,Clothing,106.56
744,Item_744,Home & Kitchen,106.06
745,Item_745,Beauty,272.52
746,Item_746,Books,205.54
747,Item_747,Home & Kitchen,205.63
748,Item_748,Sports,131.18
749,Item_749,Books,171.95
750,Item_750,Home & Kitchen,232.9
751,Item_751,Sports,60.57
752,Item_752,Toys,132.9
753,Item_753,Clothing,136.36
754,Item_754,Toys,43.05
755,Item_755,Books,40.09
756,Item_756,Books,176.79
757,Item_757,Home & Kitchen,339.96
758,Item_758,Automotive,158.56
759,Item_759,Toys,166.46
760,Item_760,Books,421.04
761,Item_761,Toys,93.26
762,Item_762,Home & Kitchen,469.1
763,Item_763,Automotive,395.03
764,Item_764,Clothing,178.35
765,Item_765,Home & Kitchen,480.74
766,Item_766,Automotive,191.8
767,Item_767,Automotive,169.14
768,Item_768,Home & Kitchen,76.21
769,Item_769,Automotive,254.06
770,Item_770,Beauty,478.96
771,Item_771,Toys,210.07
772,Item_772,Clothing,72.39
773,Item_773,Automotive,246.36
774,Item_774,Electronics,84.55
775,Item_775,Clothing,283.98
776,Item_776,Electronics,156.51
777,Item_777,Automotive,259.0
778,Item_778,Sports,151.79
779,Item_779,Books,427.57
780,Item_780,Automotive,156.33
781,Item_781,Electronics,214.53
782,Item_782,Books,325.57
783,Item_783,Clothing,256.68
784,Item_784,Automotive,162.72
785,Item_785,Toys,39.73
786,Item_786,Books,242.66
787,Item_787,Electronics,255.41
788,Item_788,Books,242.69
789,Item_789,Clothing,415.95
790,Item_790,Toys,106.57
791,Item_791,Sports,120.96
792,Item_792,Automotive,233.46
793,Item_793,Books,178.27
794,Item_794,Toys,471.08
795,Item_795,Clothing,443.15
796,Item_796,Books,394.46
797,Item_797,Automotive,67.05
798,Item_798,Clothing,399.3
799,Item_799,Sports,465.06
800,Item_800,Electronics,395.82
801,Item_801,Sports,319.04
802,Item_802,Clothing,362.56
803,Item_803,Automotive,140.19
804,Item_804,Books,178.94
805,Item_805,Books,200.69
806,Item_806,Sports,95.47
807,Item_807,Toys,493.81
808,Item_808,Clothing,122.25
809,Item_809,Electronics,497.79
810,Item_810,Electronics,149.5
811,Item_811,Books,237.47
812,Item_812,Toys,76.55
813,Item_813,Automotive,130.85
814,Item_814,Books,35.15
815,Item_815,Toys,390.87
816,Item_816,Home & Kitchen,237.47
817,Item_817,Automotive,488.49
818,Item_818,Electronics,484.25
819,Item_819,Home & Kitchen,216.69
820,Item_820,Home & Kitchen,214.78
821,Item_821,Automotive,426.36
822,Item_822,Clothing,323.17
823,Item_823,Beauty,431.65
824,Item_824,Electronics,155.38
825,Item_825,Automotive,244.74
826,Item_826,Beauty,429.62
827,Item_827,Clothing,202.87
828,Item_828,Clothing,499.04
829,Item_829,Toys,461.97
830,Item_830,Electronics,42.01
831,Item_831,Books,46.21
832,Item_832,Books,478.16
833,Item_833,Toys,190.7
834,Item_834,Sports,370.25
835,Item_835,Automotive,215.88
836,Item_836,Sports,272.61
837,Item_837,Clothing,44.39
838,Item_838,Clothing,431.46
839,Item_839,Electronics,348.8
840,Item_840,Home & Kitchen,383.82
841,Item_841,Toys,495.57
842,Item_842,Sports,378.13
843,Item_843,Books,327.66
844,Item_844,Toys,27.75
845,Item_845,Clothing,83.05
846,Item_846,Books,290.53
847,Item_847,Clothing,266.21
848,Item_848,Clothing,192.03
849,Item_849,Sports,73.1
850,Item_850,Sports,165.0
851,Item_851,Books,158.86
852,Item_852,Toys,189.19
853,Item_853,Sports,313.63
854,Item_854,Automotive,444.6
855,Item_855,Automotive,347.6
856,Item_856,Home & Kitchen,165.65
857,Item_857,Electronics,400.74
858,Item_858,Clothing,283.92
859,Item_859,Beauty,379.27
860,Item_860,Books,262.86
861,Item_861,Electronics,49.58
862,Item_862,Books,172.12
863,Item_863,Books,152.54
864,Item_864,Toys,208.68
865,Item_865,Beauty,65.63
866,Item_866,Sports,282.26
867,Item_867,Home & Kitchen,112.34
868,Item_868,Books,206.37
869,Item_869,Home & Kitchen,15.81
870,Item_870,Automotive,344.81
871,Item_871,Automotive,330.25
872,Item_872,Sports,274.72
873,Item_873,Sports,150.7
